country,iso_code,year,forest_area_sqkm,forest_loss_sqkm,deforestation_rate_percent,agricultural_land_sqkm,agricultural_expansion_sqkm,cattle_count,cattle_density
Colombia,COL,2022,5852980.74,1805.81,0.0309,2057769.27,4228,15435198.49,27.293
DR Congo,COD,2004,2986297.86,351.61,0.0118,824844.32,864.26,7294127.26,8.8719
Vietnam,VNM,2007,1980079.54,1157.49,0.0585,446844.71,1904.41,5431505.58,28.452
Peru,PER,2013,4291539.11,3024.95,0.0705,1862522.16,3908.37,4594454.34,4.8537
Brazil,BRA,2022,6685184.2,2245.62,0.0336,1687823.49,4819.93,14944813.72,23.5836
Thailand,THA,2012,7246328.05,1919.58,0.0265,1876475.4,2996.14,36368410.75,49.0934
India,IND,2014,6418278.24,1004.3,0.0156,1766508.29,2064.71,14756046.39,15.7393
Indonesia,IDN,2017,3238805.81,4386.8,0.1354,653337.54,3553.3,38017226.07,117.7437
Brazil,BRA,2003,7740267.58,1653.58,0.0214,4510388.78,2413.24,38562081.53,114.0747
DR Congo,COD,2007,524380.81,402.47,0.0768,165691.35,330.25,5775020.76,17.0274
Mexico,MEX,2002,5440943.51,3812.15,0.0701,2289868.81,3679.67,24034782.33,135.6828
Argentina,ARG,2009,6546078.3,3496.41,0.0534,1881000.5,3810.57,49693177.79,131.8396
Colombia,COL,2006,6285820.82,2320.98,0.0369,3654341.55,1551.04,49046454.56,147.92
Colombia,COL,2009,5524448.56,388.58,0.007,2140578.24,619.94,1194283.86,1.2548
Mexico,MEX,2017,3973445.28,927.39,0.0233,1101848.61,1240.45,36143286.62,38.8953
Indonesia,IDN,2019,5165366.35,282.24,0.0055,2305787.34,231.94,8255058.16,17.8255
Peru,PER,2019,6968285.29,3114.16,0.0447,3675649.17,4834.24,4707100.55,4.9835
DR Congo,COD,2016,1965222.21,4091.57,0.2082,460393.1,4061.5,47802258.4,123.2816
Brazil,BRA,2013,1521953.03,632.64,0.0416,749148.98,340.29,22594324.79,39.1451
Thailand,THA,2005,1597810.91,555.49,0.0348,594341.47,1040.27,10129975.1,17.5851
Indonesia,IDN,2006,6365909.02,1973.71,0.031,1697010.57,2132.14,47298063.14,88.0259
Peru,PER,2021,2707313.17,2027.13,0.0749,651769.06,1529.55,34718179.58,94.0727
Thailand,THA,2014,5616087.05,967.51,0.0172,2183295.16,1725.96,3400196.13,3.4877
Mexico,MEX,2002,6363646.95,2279.52,0.0358,2085925.6,1701.86,44783593.87,85.3393
Mexico,MEX,2003,3574461.61,1845.48,0.0516,1351590.5,2594.51,26803426.36,39.7753
Thailand,THA,2018,1866091.09,2628.31,0.1408,806254.19,2458.11,25909395.72,101.2682
Thailand,THA,2002,7806743.27,945.67,0.0121,1701862.46,1258.26,15312916.41,20.7802
Brazil,BRA,2020,5529994.36,1181.59,0.0214,1788731.54,1204.95,10446817.83,40.49
Indonesia,IDN,2008,2131375.71,2570.8,0.1206,881080.78,1042.77,41001425.43,149.0727
India,IND,2010,2926098.97,957.33,0.0327,1598822.42,1415.47,8294446.1,12.5539
Mexico,MEX,2002,5540328.61,2063.41,0.0372,3195687.82,3721.6,19979447.11,30.7563
Colombia,COL,2015,3308884.86,1154.71,0.0349,1121278.9,1565.94,19102124.63,25.6567
Colombia,COL,2015,1019273,870.14,0.0854,274666.53,2154.18,1035763.05,1.3451
Thailand,THA,2012,3588629.58,2935.68,0.0818,850071.36,3036.58,26438418.1,45.0067
Colombia,COL,2014,1522023.54,348.84,0.0229,625860.47,346.61,2499395.83,26.1594
Mexico,MEX,2005,2542701.13,1420.83,0.0559,1313022.21,1675.94,12319276.02,19.908
Peru,PER,2022,4819387.92,1478.04,0.0307,2805793.27,3125.14,23358983.78,26.1444
Mexico,MEX,2017,1044621.23,1857.34,0.1778,351716.3,1786.64,35989867.22,80.929
Peru,PER,2020,703087.48,1317.85,0.1874,414739.03,854.77,37758207.42,58.7981
Vietnam,VNM,2018,3590057.1,1318.7,0.0367,1908992.61,1408.18,41072478.52,66.6813
Peru,PER,2000,5793481.08,1557.98,0.0269,1859470.24,2388.17,1119230.95,1.4682
Thailand,THA,2021,4240631.47,1951,0.046,2090855.67,3789.81,2207269.1,2.4032
Peru,PER,2007,2060642.58,885.84,0.043,562084.03,1324.38,5426750.01,10.1852
DR Congo,COD,2017,7883351.55,3138.4,0.0398,2370248.78,4555.8,49688905.26,88.4748
Thailand,THA,2020,3102877,877.52,0.0283,1261438.69,1853.23,12180217.66,35.6103
Brazil,BRA,2016,5044434.46,2350.81,0.0466,2586852.07,4637.6,20950808.83,24.1772
Vietnam,VNM,2004,3861430.96,3613.72,0.0936,2153576.37,4461.96,9869900.65,36.1843
Peru,PER,2020,4263913.67,2083.13,0.0489,1948969.1,2306.52,37154888.86,44.5363
Indonesia,IDN,2003,3538594.22,1663.41,0.047,2036238.73,3792,22180663.06,28.6969
Colombia,COL,2011,2961477.04,2042.9,0.069,1236762.77,3935.9,14043095.3,20.9212
Colombia,COL,2000,7212079.79,449.14,0.0062,4177155.36,473.91,1359639.6,12.2934
Vietnam,VNM,2021,5406892.68,317.88,0.0059,1814740.95,288.66,4123996.21,8.2091
Mexico,MEX,2020,1413874.83,1931.38,0.1366,686500.78,3024.88,17271267.19,22.5539
DR Congo,COD,2019,1371052.25,1636.81,0.1194,548446.93,2079.3,11409245.66,14.8371
Indonesia,IDN,2009,7852492.78,959.81,0.0122,2225754.66,1997.53,20514763.92,21.232
Brazil,BRA,2012,1463144.54,2366.88,0.1618,414228.37,3376.04,25289603.08,56.577
India,IND,2021,2530850.81,373.87,0.0148,918013.38,482.23,10395186.21,16.3085
India,IND,2015,4400870.9,1414.22,0.0321,2537126.52,325.49,31252825.97,84.5589
India,IND,2015,1316790.56,1893.36,0.1438,720992.77,1430.23,20599190.99,134.9667
Vietnam,VNM,2019,3486355.87,2655.92,0.0762,1713726.31,4248.93,18216679.01,34.2377
DR Congo,COD,2009,5425476.82,521.17,0.0096,1741918.59,504.89,14535894.23,26.0215
Indonesia,IDN,2013,4499219.59,1635.54,0.0364,2169063.07,1996.67,28244922.19,91.3057
Thailand,THA,2013,7507080.63,784.86,0.0105,1792316.36,1092.92,555427.22,1.3634
Thailand,THA,2007,4182916.96,495.34,0.0118,2461868.23,150.32,28080811.06,35.2038
Colombia,COL,2019,4819994.91,1656.41,0.0344,2255153.56,3735.31,7819630.39,11.806
Mexico,MEX,2000,2901632.82,2539.01,0.0875,1374982.16,3206.88,38497079.86,48.7622
Colombia,COL,2022,1683498.47,1846.29,0.1097,703681.63,2542.56,21671986.06,25.9642
Mexico,MEX,2021,4489657.53,2870.35,0.0639,1590402.29,4244.45,13389819.33,16.3359
DR Congo,COD,2011,3358405.76,1097.71,0.0327,673339.73,2653.73,11731445,27.8025
Indonesia,IDN,2008,5079229.1,1638.77,0.0323,1302289.09,2588.95,41245381.82,88.2413
Indonesia,IDN,2000,1370899.54,1891.28,0.138,452820.89,536.11,47332331.81,144.9441
India,IND,2010,7028536.41,2180.67,0.031,4041178.27,2118.74,43861465.77,55.6852
India,IND,2019,5809277.1,1624.36,0.028,1353179.21,4587.62,5245127.6,8.3308
Argentina,ARG,2010,7471971.48,2237.72,0.0299,4302732.21,3000.62,33620621.41,59.082
Peru,PER,2019,7357976.31,1529.69,0.0208,3744766.71,1622.68,17681852.44,58.159
Mexico,MEX,2011,6176130.45,1127.63,0.0183,1592580.46,1360.97,24320121.89,25.1164
Brazil,BRA,2010,7486906.54,3068.39,0.041,4370857.12,3770.28,19528476.68,24.1295
Indonesia,IDN,2012,7215779.42,2039.88,0.0283,1690973.54,3652.52,23272230,36.2458
Mexico,MEX,2013,7933854.22,1109.53,0.014,2895659.8,1842.6,19304294.5,31.8272
Peru,PER,2008,3928113.19,1790.92,0.0456,1700088.06,3007.25,20243433.95,23.299
Peru,PER,2013,4960217.41,2351.77,0.0474,1226735.58,4262.69,1674713.58,10.2302
Mexico,MEX,2013,2362870.52,1435.3,0.0607,1057469.64,2633.85,2646065.55,10.8188
DR Congo,COD,2021,3568499.53,2244.19,0.0629,2051961.37,4421.28,16851073.32,34.499
Brazil,BRA,2022,1120201.87,1634.23,0.1459,521511.51,1493.57,39713653.73,40.7955
Colombia,COL,2019,6164250.72,3213.42,0.0521,3349389.23,3425.74,25656492.36,123.1475
Mexico,MEX,2005,2467365.71,3183.02,0.129,1334687.14,4691.51,34490080.52,108.6522
Indonesia,IDN,2002,6994913.46,692.32,0.0099,1584077.62,1183.46,494436.91,0.5873
India,IND,2015,2495399.63,3041.23,0.1219,608046.42,3980.64,23266506.02,42.0333
Vietnam,VNM,2007,5956189.38,2565.8,0.0431,3241457.64,4152.05,33559282.32,54.1174
Brazil,BRA,2014,6601505.63,1038.37,0.0157,1621842.38,1888.7,6353025.36,29.9747
Peru,PER,2012,5814614.2,1022.01,0.0176,2137006.57,1318.12,1116591.68,2.27
Mexico,MEX,2002,6199012.73,1557.96,0.0251,2750617.68,1604.87,35448400.97,66.4114
India,IND,2000,4338257.14,1553.82,0.0358,1430511.83,4119.72,20877811.71,37.8328
India,IND,2009,7535323.07,1666.34,0.0221,3232233.13,4077.33,15200259.02,27.0888
Vietnam,VNM,2018,7398033.39,1217.37,0.0165,3763986.13,480.83,44614334.94,65.8777
Colombia,COL,2018,7508297.93,1500.29,0.02,3916049.57,1652.93,44926592.71,51.3643
Colombia,COL,2006,1231870.22,1088.64,0.0884,623016.23,1903.52,38262252.42,72.2025
Colombia,COL,2009,6531773.83,1230.35,0.0188,2782821.88,1072.2,39919978.94,102.52
Colombia,COL,2021,5882270.22,2441.01,0.0415,2978060.98,3419.05,47578772.56,96.3097
Argentina,ARG,2006,7285530.29,1388.71,0.0191,3230814.06,3610.57,3160850.4,4.1761
Mexico,MEX,2002,1936088.19,908.38,0.0469,1037395.38,931.15,34240036.06,42.0982
Vietnam,VNM,2019,5479146.15,3310.6,0.0604,2703513.93,4191.45,39224516.16,44.6013
Brazil,BRA,2006,6587862.37,1341.03,0.0204,3185185.18,899.61,25667826.71,74.2486
Peru,PER,2002,6677910.56,1537.36,0.023,1988276.16,2205.07,28128097.95,48.2842
Colombia,COL,2015,6890247.31,2893.38,0.042,3270204.18,3589.88,41040354.3,59.7244
Argentina,ARG,2003,3271940.82,2018.7,0.0617,1007245.57,3058.52,8167378.25,9.1815
Mexico,MEX,2012,3669364.63,3782.07,0.1031,1943351.46,4681.81,1153829.58,9.5204
Indonesia,IDN,2001,7699629.63,2237.68,0.0291,4217865.65,4225.91,28559023.98,38.8309
Argentina,ARG,2010,2462326.29,2852.29,0.1158,926427.54,3793.77,16169968.27,125.5354
Indonesia,IDN,2009,2552159.23,2584.05,0.1012,1451206.63,2719.86,23140671.69,111.1917
Brazil,BRA,2010,4824760.21,3463.5,0.0718,1067562.66,3727.27,35958761.66,65.6691
Peru,PER,2005,5686752.52,487.15,0.0086,1284770.95,521.66,25111676.74,29.0803
Peru,PER,2014,2728634.39,3045.93,0.1116,577943.1,4080.48,10418950.64,12.7404
Thailand,THA,2022,4716955.07,1246.55,0.0264,2554586.77,2036.16,22859391.18,27.5867
Vietnam,VNM,2010,954715.11,1110.28,0.1163,477070.35,2796.41,5234792.97,6.4545
Vietnam,VNM,2016,6019603.89,1538.38,0.0256,1388168,3854.78,16880162.96,16.9116
DR Congo,COD,2009,6039697.74,1239.59,0.0205,1293092.57,1128.32,21277827.43,54.8588
Vietnam,VNM,2013,7576490.76,523.5,0.0069,4340389.6,635.43,49361015.44,52.2212
Mexico,MEX,2004,3746001.57,1510.02,0.0403,948916.57,2132.35,25047810.52,49.065
India,IND,2020,224917.51,215.15,0.0957,59647.61,336.59,10664991.86,12.8668
DR Congo,COD,2006,1280656.38,112.63,0.0088,729665.95,106.07,2725450.42,5.1741
DR Congo,COD,2016,4265158.03,1461.95,0.0343,928931.28,2994.95,592427.07,0.7209
Thailand,THA,2010,1636525.84,1429.14,0.0873,480040.93,568.36,30223430.29,126.3088
Mexico,MEX,2022,3621089.47,3554.99,0.0982,2068905.4,4013.35,21420059.39,48.1395
India,IND,2016,4228612.83,861.48,0.0204,1975375.89,910.77,30753105.53,39.4394
Thailand,THA,2008,6879410.87,2177.88,0.0317,3755660.92,2702.83,12089545.18,44.2612
Brazil,BRA,2015,4441253.67,1914.1,0.0431,1637471.74,1460.15,24820484.77,72.6757
Vietnam,VNM,2002,7284076.93,1444.54,0.0198,4339636.7,2902.12,15405922.86,24.2418
Indonesia,IDN,2022,6179554.67,2042.93,0.0331,3604627.68,3636.02,2299780.68,5.0053
DR Congo,COD,2018,6510208.45,2201.6,0.0338,3577172.98,3589.1,30387476.33,83.8354
Peru,PER,2011,4955954.92,3375.08,0.0681,1839223.52,3903.54,9918096.74,30.8107
Mexico,MEX,2019,2393673.43,2140.1,0.0894,1413846.9,3448.38,3597338.64,6.3286
DR Congo,COD,2005,5494131.22,1112.15,0.0202,2940492.33,1389.88,29642043.56,36.6605
Peru,PER,2021,1537376.55,1777.44,0.1156,361554.24,4590.7,28349797.43,29.3529
Mexico,MEX,2011,4968351.04,456.57,0.0092,2286043.5,191.97,25102624.4,47.5104
Vietnam,VNM,2004,6586606.34,1647.41,0.025,2817492.41,1647.74,14698796.4,97.4076
Peru,PER,2010,1833913.41,1974.29,0.1077,647191.21,3246.07,16458473.64,23.301
Peru,PER,2022,2648790.35,1502.92,0.0567,799299.24,3415.87,4497624.24,5.6487
Brazil,BRA,2004,5578779.78,3066.35,0.055,2280362.89,3564.59,43061856.95,78.2321
India,IND,2021,5741433.1,1915.16,0.0334,1644718.5,3514.95,9693482.1,113.1563
DR Congo,COD,2019,1914181.92,2072.95,0.1083,769372.16,3449.58,20430907.49,56.4569
India,IND,2008,1882550.58,2033.57,0.108,391480.42,2989.67,44852012.89,95.2454
India,IND,2012,2162047.37,1575.26,0.0729,629679.27,2048.12,1568708.46,38.7383
Argentina,ARG,2017,4135465.6,2486.64,0.0601,1304270.99,2396.39,17887765.65,113.1882
Indonesia,IDN,2020,2859756.51,2927.15,0.1024,768680.73,4448.51,46774678.98,118.1362
Colombia,COL,2002,3695605.39,1802.14,0.0488,1315856.54,4479.3,14658337.49,21.3303
Mexico,MEX,2008,2290989.17,2528.76,0.1104,1137163.1,4402,22729415.21,25.9184
DR Congo,COD,2001,6132769.06,1211.77,0.0198,1257637.87,636.93,45744513.52,100.9102
Mexico,MEX,2014,6881682.1,1381.62,0.0201,2271926.44,1736.13,48029580.16,61.8865
Peru,PER,2000,2642782.35,1150.26,0.0435,672994.16,1993.84,5862849.19,9.1283
Indonesia,IDN,2014,2231403.11,1196.64,0.0536,1235171.77,1748.98,16833045.4,73.1548
Argentina,ARG,2011,4482554.06,2362.55,0.0527,1582036.86,2559.67,46931455.5,47.0353
Brazil,BRA,2007,914815.31,691.31,0.0756,184835.67,1187.05,20905377.13,46.5598
Brazil,BRA,2005,3142444.6,1447.05,0.046,1146956.27,2846.25,2630705.98,12.8158
Brazil,BRA,2014,6045069.79,891.98,0.0148,2029121.03,1315.18,21376293.56,36.7439
DR Congo,COD,2010,6381592.45,934.14,0.0146,1358043.15,1381.29,8438353.06,13.0767
Colombia,COL,2007,1204357.62,689.82,0.0573,248652.34,598.26,15993912.76,26.7954
Vietnam,VNM,2003,5835464.62,1535.02,0.0263,1982670.55,2502.83,18278946.73,62.2827
Peru,PER,2016,3922653.41,1817.74,0.0463,1061155.22,2855.41,5884515.66,8.492
Indonesia,IDN,2011,1877062.58,720.92,0.0384,434967.33,1395.84,13669201.64,21.9718
India,IND,2001,1678104.16,919.93,0.0548,403599.09,1417.87,8579807.99,10.0644
Argentina,ARG,2001,7437927.52,3260.57,0.0438,1587155.81,4979.41,10329053.79,21.2851
DR Congo,COD,2006,3541095.47,606.9,0.0171,1315166.78,277.18,28629107.59,33.4529
Colombia,COL,2000,3828342.91,2481.25,0.0648,1873105.08,4407.45,1697531.65,21.9049
Mexico,MEX,2021,934737.62,1751.1,0.1873,320254.95,4057.64,16169799.45,25.4372
Argentina,ARG,2006,3186811.03,1399.2,0.0439,695763.82,1416.15,20442681.1,48.7843
India,IND,2018,2189418.49,1665.12,0.0761,1284257.96,2871.86,40442120.34,41.2814
DR Congo,COD,2006,527362.94,788.51,0.1495,211473.15,315.13,14049310.82,52.462
Thailand,THA,2018,2379126.84,3138.05,0.1319,878383.17,4814.44,16264695.07,73.8121
Indonesia,IDN,2011,5911190.6,3304,0.0559,3514983.86,4989.17,10869480.05,15.3489
Mexico,MEX,2022,6791293.17,2374.91,0.035,2586341.7,3194.64,6994793.4,21.6163
Indonesia,IDN,2015,7320903,1366.55,0.0187,4275485.1,3168.19,8739595.27,10.7797
Peru,PER,2000,4883883.97,2369.08,0.0485,2263916.65,3872.06,32202742.11,41.0071
Indonesia,IDN,2003,1908151.56,1436.57,0.0753,965010.49,1580.08,31652210.99,48.1273
Mexico,MEX,2013,1246934.11,1977.21,0.1586,635659.11,4681.35,7114633.78,12.6266
Brazil,BRA,2020,2914198.76,677,0.0232,929877.7,738.22,4223022.98,20.8216
Indonesia,IDN,2003,3930363.76,629.28,0.016,849563.95,634.17,11300301.63,28.5549
Argentina,ARG,2000,1729115.73,375.93,0.0217,1017727.63,1058.02,4964890.54,9.4937
Mexico,MEX,2001,3619074.44,1472.25,0.0407,1914559.66,2239.58,23458978.68,53.8846
DR Congo,COD,2014,5655301.34,1767.92,0.0313,1240295.25,4176.84,33940104.59,41.1517
Thailand,THA,2015,2705084.25,1010.65,0.0374,763722.17,1012.97,15164130.7,20.7037
Colombia,COL,2017,877608.19,1647.95,0.1878,377997.21,2323.71,22103031.35,44.0094
DR Congo,COD,2022,3161629.4,1268.04,0.0401,1082204.17,1678.27,39194188.45,79.476
India,IND,2002,7059353.87,2228.26,0.0316,1514560.67,3176.74,21711595.63,46.968
DR Congo,COD,2017,5443621.25,887.33,0.0163,3186303.17,909.61,43279497.56,96.6666
Mexico,MEX,2004,1464041.26,1836.07,0.1254,575117.49,2096.4,38785678.33,62.0384
India,IND,2006,2296369.86,1173.24,0.0511,899435.69,1794.05,46904184.18,60.1409
Thailand,THA,2007,5120381.99,2052.34,0.0401,3029084.6,3420,46830878.37,66.8254
Vietnam,VNM,2014,3968202.5,1694.51,0.0427,2353659.91,1203.04,41963459.66,95.7197
Argentina,ARG,2007,3778879.8,2042.5,0.0541,2016916.14,3325.48,25926621.78,34.7279
Vietnam,VNM,2008,5427084.05,3706.04,0.0683,2855148.29,4961.28,20040123.38,66.7646
Indonesia,IDN,2020,7339691.15,2852.31,0.0389,3869973.01,4696.07,22437434.63,25.8172
Colombia,COL,2003,2617790.16,925.46,0.0354,576414.84,965.48,17565500.96,42.5798
Indonesia,IDN,2019,7275257.48,1833.53,0.0252,4355058.38,1988.51,1963815.13,80.5001
DR Congo,COD,2019,2731827.86,2324.78,0.0851,1252792.74,3905.96,13104423.26,13.5955
Colombia,COL,2008,7546983.03,2783.52,0.0369,2619183.88,4121.28,8917577.73,10.7332
Peru,PER,2006,2936956.54,3648.5,0.1242,1462243.58,4313.42,24266660.83,117.3674
Argentina,ARG,2007,3886802.45,3337.55,0.0859,1439351.08,4559.97,25571010.38,57.9118
Thailand,THA,2012,2072764.04,2628.62,0.1268,1027228.23,4435.67,32217201.29,60.6604
Brazil,BRA,2002,4470155.87,2438.63,0.0546,1796254.15,1299.45,27446157.21,135.0169
Vietnam,VNM,2012,2543129.62,3973.92,0.1563,876945.4,4587.92,15047820.6,50.8136
Thailand,THA,2022,2393362.35,1979.99,0.0827,1164113.36,2593.38,13227901.05,20.2352
Thailand,THA,2007,5436650.91,859.13,0.0158,2931947.82,233.51,19972085.19,47.965
Mexico,MEX,2013,5999421.39,2349.03,0.0392,3099691.61,4310.34,32091020.32,32.1379
Argentina,ARG,2004,4408780.29,2751.72,0.0624,1157567.87,2738.86,28397817.17,55.8143
Peru,PER,2009,7668943.25,1408.02,0.0184,3675578.75,3790.09,25210612.79,26.4381
Argentina,ARG,2019,3520654.35,2991.54,0.085,1126384.13,4337.48,5267969.69,24.8618
DR Congo,COD,2004,4594262.67,904.36,0.0197,1230346.08,872.84,30185571.19,48.3428
Thailand,THA,2009,2747930.71,3523.74,0.1282,1329226.55,4737.09,493929.37,0.7344
DR Congo,COD,2007,722820.12,883.48,0.1222,181282.06,2417.3,11667403.38,11.9264
Indonesia,IDN,2017,1461950.59,2014.69,0.1378,402546.92,580.46,49366569.85,156.4177
Colombia,COL,2007,3249018.43,353.3,0.0109,1340822.49,502.63,2544561.35,11.6791
DR Congo,COD,2008,2933222.71,2050.84,0.0699,1446903.13,1901.01,17960742.04,90.4375
India,IND,2012,2672263.17,2881.1,0.1078,749856.1,3886.3,22462203.09,45.5612
India,IND,2004,2293161.93,553.61,0.0241,1207695.93,816.54,33402682.75,37.8793
Indonesia,IDN,2004,5199705.78,1352.04,0.026,2645715.68,1342.61,33576379.97,49.7625
Indonesia,IDN,2019,6324067.79,1894.72,0.03,2965098.71,2360.65,14117906.39,16.4452
Mexico,MEX,2009,7554556.79,3032.95,0.0401,2186641.84,4293.94,12127850.45,31.3843
India,IND,2008,1835199.74,1555.78,0.0848,788139.39,1292.14,9534416.71,61.9119
Thailand,THA,2015,3160570.52,1004.42,0.0318,1408972.75,1375.75,15382101.07,37.3633
Colombia,COL,2017,4576542.78,1616.39,0.0353,2318998.89,1913.56,17810663.88,62.5908
Brazil,BRA,2005,1480383.06,2782.52,0.188,365487.09,2918.42,39286255.56,72.4453
Peru,PER,2012,7684566.57,1369.58,0.0178,2245466.77,3352.92,1013072.15,2.8086
Colombia,COL,2015,1484888.55,2485.68,0.1674,640475,4834.68,25190869.03,38.2156
Thailand,THA,2013,3182792.73,3167.43,0.0995,1332796.57,4243.65,47195979.76,147.8095
Colombia,COL,2003,1752790.08,2957.36,0.1687,839275.43,4401.21,15458443.93,18.4838
Brazil,BRA,2002,1228754.67,812.76,0.0661,337186.58,1016.66,13119544.02,70.6289
Argentina,ARG,2011,1299990.95,890.12,0.0685,317371.15,2488,4323604.28,4.6119
Brazil,BRA,2019,4418630.68,2089.5,0.0473,1401295.96,2912.42,13331634.5,60.9784
Vietnam,VNM,2014,2140483.04,360.75,0.0169,1202991.22,364.8,1997925.15,10.0192
Mexico,MEX,2011,6457325.4,2094.54,0.0324,3355916.1,3030.76,31355287.12,74.7339
Mexico,MEX,2016,1593040.29,1633.75,0.1026,541130.33,2919.49,26610925.78,52.4359
Brazil,BRA,2018,3989224.85,1121.07,0.0281,1117816.6,1943.09,10128492.49,10.3093
Peru,PER,2004,3664152.9,1339.43,0.0366,1291586.06,1781.34,1681657.52,2.3276
India,IND,2008,7214584,1977.49,0.0274,3135188.84,3289.64,4551850.58,14.4576
Argentina,ARG,2007,2146685.38,2616.56,0.1219,969923.25,3079.48,24740446.66,34.8085
Peru,PER,2022,2229005.37,1243.13,0.0558,852655.68,2044.65,9327481.66,15.5069
Peru,PER,2019,6761374.13,4457.88,0.0659,3413942.86,3254.68,39071592.17,162.894
Thailand,THA,2003,6252208.38,3421.21,0.0547,2978811.47,4382.43,21483314,25.8667
Colombia,COL,2018,2168563.15,2354.89,0.1086,779530.82,2588.48,40178261.71,151.122
Peru,PER,2007,5061370.64,1278.13,0.0253,2994782.65,1467.31,20977842.35,72.877
India,IND,2006,1590955.34,3171.83,0.1994,520674.83,4921.69,39956392.96,39.9735
India,IND,2006,3290453.41,997.14,0.0303,1585142.2,2370.83,4060718.1,11.6147
Colombia,COL,2005,3541761.77,1975.04,0.0558,892126.71,3170.22,2796025.93,3.0122
DR Congo,COD,2001,1405678.73,582.19,0.0414,561933.34,1171.61,9911286.19,9.9855
Thailand,THA,2006,593035.08,1166.31,0.1967,331749.66,2604.44,48747960.29,51.5522
DR Congo,COD,2022,2871647.26,1503.93,0.0524,1548771.76,3431.28,12857616.79,30.9728
DR Congo,COD,2020,3398577.66,1203.67,0.0354,1382124.92,1305.47,15015562.98,27.3969
Peru,PER,2018,2930183.26,2494.41,0.0851,1131086.59,3083.46,2196946.33,4.4449
Mexico,MEX,2018,2388901.9,1361.49,0.057,1052757.58,1099.95,40803607.93,47.8001
Mexico,MEX,2014,7968775.48,1604.62,0.0201,1940509.85,3481.64,37130756.35,73.0784
Indonesia,IDN,2020,5453380.35,2670.24,0.049,2023718.81,3655.41,15751211.4,18.9886
DR Congo,COD,2000,6628706.83,1304.74,0.0197,1697604.09,2829.45,27533278.03,30.2471
Vietnam,VNM,2011,4357818.27,409.93,0.0094,1932961.18,551.34,1716602.24,4.2884
Vietnam,VNM,2015,6525480.25,462.23,0.0071,3656353.88,1247.71,427535.08,1.5475
Brazil,BRA,2019,6216883.03,3469.15,0.0558,1942393.78,4373.46,6090337.53,80.6629
Brazil,BRA,2020,6897175.6,2497.57,0.0362,3314449.19,4396.27,23090374.08,55.32
Indonesia,IDN,2020,3177298.49,2070.18,0.0652,716349.63,4559.25,38212866.96,41.3417
Thailand,THA,2006,5708477.79,2724.41,0.0477,3221888.65,3706.2,23401921.59,32.7653
Peru,PER,2006,5654393.85,1884,0.0333,1612117.73,2670.81,16570935.06,38.5835
Argentina,ARG,2018,5657903.97,1178.54,0.0208,1560639.19,1564.75,33579536.6,60.8965
Colombia,COL,2007,2637913.37,1964.48,0.0745,1056395.32,3239.92,27041195.72,46.1603
Thailand,THA,2012,2466952.15,1429.56,0.0579,1461486.74,2832.35,14276983.71,15.7113
Brazil,BRA,2019,1922495.82,1977.11,0.1028,586183.82,2530.73,26495387.61,60.0051
India,IND,2003,5142492.41,821.15,0.016,1981038.89,314.11,43973217.78,50.4262
Peru,PER,2006,3226004.96,2468.94,0.0765,1037169.43,1752.89,31201370.5,87.7395
India,IND,2016,6532871.89,3768.88,0.0577,3278093.11,3441.07,25238795.64,124.8647
Vietnam,VNM,2013,3984693.79,2710.84,0.068,1469707.27,4526.51,34377144.01,39.9031
